Email,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
student1049@university.com,Male,23,75.71,99.31,49.04,74.9,69.13,3.93,63.2,69.29,F
student1050@university.com,Female,22,91.79,82.6,42.67,80.78,56.55,5.67,77.09,79.28,B
student1051@university.com,Female,24,86.93,71.22,81.9,97.9,99.71,0.5,70.57,75,F
student1052@university.com,Female,19,63.26,63.37,83.94,66.54,64.22,1.53,66.8,77.57,B
student1053@university.com,Male,24,50.84,71.11,67.64,88.04,86.05,3.2,78.61,74.76,F
student1054@university.com,Male,23,73.99,59.48,80.61,76.57,61,4.62,77.94,92.67,F
student1055@university.com,Male,22,92.95,77.36,72.29,61,93.89,8.58,67.97,84.18,B
student1056@university.com,Female,22,94.79,45.58,77.79,80.77,69.39,1.87,92.53,70.63,C
student1057@university.com,Female,21,97.81,77.27,75.8,98.36,95.05,3.47,52.66,84.43,A
student1058@university.com,Female,19,93.98,56.52,79.95,56.22,67.09,4.76,54.26,98.25,D
student1059@university.com,Female,19,79,41.06,51.98,75.36,50.43,2.96,99.54,54.02,A
student1060@university.com,Male,23,72.23,73.16,56.12,52.58,75.85,6.26,87.38,69.4,D
student1061@university.com,Male,22,88.74,74.71,66.4,66.06,76.24,2.57,90.2,93.52,F
student1062@university.com,Male,19,86.99,65.59,66.77,81.03,55.99,7.72,80.14,86.95,B
student1063@university.com,Male,19,76.91,44.34,86.46,92.05,61.75,5.05,70.99,96.75,B
student1064@university.com,Male,24,54.37,93.6,62.04,86.52,89.17,0.86,81.46,51.99,D
student1065@university.com,Male,23,96.3,76.69,49.75,73.14,51.84,6.27,54.63,93.14,B
student1066@university.com,Male,21,72.78,46.94,55.09,95.46,74.48,5.69,87.89,89.59,B
student1067@university.com,Male,24,68.17,70.66,52.88,65.14,76.52,3.39,77.04,90.75,B
student1068@university.com,Female,24,81.48,69.84,83.9,87.7,84.44,0.11,97.84,79.86,A
student1069@university.com,Female,20,83.69,43.62,68.22,73.7,51.87,2.01,81.87,52.6,B
student1070@university.com,Male,18,60.53,76.41,82.52,94.93,79.28,4.06,57.58,76.96,C
student1071@university.com,Female,20,91.85,88.5,64.97,89.87,50.15,2,73.88,70.39,D
student1072@university.com,Male,19,64.5,84.94,93.38,95.07,63.26,5.77,52.89,76.35,A
student1073@university.com,Male,22,59.33,52.18,99.01,60.71,74.98,7.12,87.27,87.01,A
student1074@university.com,Female,18,70.32,91.74,80.19,83.41,95.56,8.56,75.09,79.8,F
student1075@university.com,Male,18,86.53,60.55,91.83,86.92,56.33,6.47,68.48,64.63,F
student1076@university.com,Male,22,98.27,96.79,70.48,87.12,58.46,6.89,98.43,79.98,B
student1077@university.com,Male,18,90.46,44.3,96.08,75.2,83.46,6.08,97.03,54.16,A
student1078@university.com,Male,22,97.02,69.17,89.9,50.56,68.74,9.85,97.64,50.27,A
student1079@university.com,Male,18,57.03,75.83,99.51,63.07,81.17,2.61,61.05,70.08,B
student1080@university.com,Male,24,53.56,54.86,77.39,66.17,99.87,2.66,86.43,87.86,D
student1081@university.com,Male,23,77.89,86.28,86.75,92.6,99.34,1.26,97.27,91.13,A
student1082@university.com,Female,23,64.51,77.61,72.57,92.04,67.69,4.86,78.54,77.49,F
student1083@university.com,Female,20,91.4,41.09,55.55,55.23,75.2,0.96,60.71,93.4,B
student1084@university.com,Male,24,83.6,76.5,61.29,97.49,95.23,2.7,90.89,56.3,A
student1085@university.com,Female,18,98.54,69.49,93.64,59.12,54.61,4.83,94,98.21,F
student1086@university.com,Male,21,62.74,51.76,43.36,70.72,72.62,9.58,85.16,96.09,C
student1087@university.com,Male,22,74.29,99.74,75.49,60.76,68.88,9.64,64.68,79.96,A
student1088@university.com,Male,24,75.06,93.83,62.35,93.02,64.74,7.44,59.53,52.94,B
student1089@university.com,Male,18,61.96,57.55,63.2,87.47,99.71,3.89,81.21,72.71,F
student1090@university.com,Female,23,79.5,72.46,93.07,67.68,86.68,8.65,74.14,58.96,A
student1091@university.com,Female,23,72.16,58.99,91.23,84.09,69.44,8.75,83.44,81.42,F
student1092@university.com,Female,22,72.34,86.53,75.93,59.22,91.45,9.1,55.58,59.5,B
student1093@university.com,Female,21,68.14,95.82,56.38,69.11,74.48,6.4,56.8,74.09,A
student1094@university.com,Male,18,50.85,61.53,68.53,68.86,93.64,2.02,68.14,60.28,B
student1095@university.com,Female,18,76.1,88.34,64.5,61.9,63.32,0.91,62.94,59.09,D
student1096@university.com,Male,21,66.76,69.9,61.22,93.82,61.18,9.15,80.97,62.4,A
student1097@university.com,Male,21,50.07,63.79,46.17,83.94,62.36,0.56,68.38,51.46,A
student1098@university.com,Female,21,65.4,96.31,72.59,64,76.92,2.96,84.2,85.81,F
student1099@university.com,Male,23,63.93,70.62,58.11,62.11,64.57,4.87,88.44,65.34,A
student1100@university.com,Female,22,69.67,68.04,79.65,50.9,57.36,0.22,59.36,84.91,D
student1101@university.com,Female,24,56.59,80.35,59.15,67.33,99.73,9.07,95.99,82.67,F
student1102@university.com,Female,21,75.38,55.67,65.87,76.34,95.02,2.87,89.36,53.31,F
student1103@university.com,Female,22,84.62,59.49,43.14,63.89,81.75,0.29,81.34,65.6,C
student1104@university.com,Female,20,81.51,95.92,99.55,85.02,94.58,9.94,95.45,78.34,A
student1105@university.com,Male,18,90.19,80.71,70.46,70.59,96.77,3.11,63.29,95.92,C
student1106@university.com,Female,18,72.6,89.6,41.45,65.82,83.81,8.77,71.09,70.07,D
student1107@university.com,Female,19,75.95,56.27,72.47,96.95,75.93,4.53,54.29,75.24,A
student1108@university.com,Male,20,90.52,72.63,92.22,63.14,94.1,6.63,72.81,87.51,C
student1109@university.com,Female,24,71.39,98.28,86.35,69.91,78.39,2.41,75.32,90.16,C
student1110@university.com,Female,21,85.08,59.12,82.05,69.11,56.34,5.03,80.8,96.17,F
student1111@university.com,Male,21,71.73,49.63,48.37,62.06,68.34,2.58,53.2,74.86,C
student1112@university.com,Male,24,70.89,70.65,79.46,60.87,72.3,9.51,51.62,59.69,C
student1113@university.com,Female,23,88.01,63.27,85.98,65.12,96.77,0.61,70.99,88.22,A
student1114@university.com,Male,20,58.74,49.57,74.35,93.21,82.96,2.75,59.46,56.28,A
student1115@university.com,Female,21,66.93,93.31,93.56,88.35,93.76,8.93,87.94,70.92,F
student1116@university.com,Male,19,61.21,99.44,56.62,84.05,87.88,4.8,83.44,81.41,A
student1117@university.com,Female,22,67.96,74.11,54.53,72.86,65.49,6,66.29,84.59,D
student1118@university.com,Female,18,61.52,86.48,92.17,75.39,85.94,6.52,52.29,86.65,F
student1119@university.com,Female,20,78.97,91.54,77.52,63.36,59.76,0.71,59.12,59.68,D
student1120@university.com,Male,18,89.91,82.06,40.09,53.72,70.41,0.18,84.58,99.08,A
student1121@university.com,Female,22,89.33,42.65,61.19,66.55,90.3,9.38,99.51,58.92,A
student1122@university.com,Male,20,68.23,49.46,91.47,74.78,80.6,2.72,66.32,54.8,F
student1123@university.com,Female,22,99.44,44.26,41.64,52.87,91.27,3.8,90.1,83.2,C
student1124@university.com,Female,21,79.69,40.59,40.19,54.41,62.74,6.82,93.35,95.5,B
student1125@university.com,Female,24,69.97,58.36,56.88,63.15,87.49,2.36,52.41,77.97,B
student1126@university.com,Female,21,91.78,63.54,94.84,68.35,60.12,7.33,95.81,79.77,A
student1127@university.com,Female,24,86.49,54.46,94.09,69.67,77.27,4.58,73.31,76.92,D
student1128@university.com,Male,21,87.46,43.88,71.13,55.89,71.68,8.57,98.21,52.14,F
student1129@university.com,Male,22,59.81,71.79,73.19,61.29,77.82,2.79,76.93,84.07,C
student1130@university.com,Male,22,73.42,56.4,59.92,63.08,56.78,2.04,61.76,67.91,A
student1131@university.com,Female,22,93.09,87.76,54.62,53.38,68.06,8.32,98.73,96.78,D
student1132@university.com,Female,18,75.2,40.48,88.91,66.3,83.35,3.26,62.17,59.34,A
student1133@university.com,Male,22,84.17,90.55,46.38,53.61,77.93,4.12,94.12,65.11,B
student1134@university.com,Female,21,79.4,97.29,69.24,85.17,77.45,7.94,58.66,75.24,A
student1135@university.com,Female,19,92.12,82.97,78.06,69.3,75.54,6.36,83.74,73.87,D
student1136@university.com,Female,22,64.23,84.02,46.22,66.34,97.19,4.42,70.56,70.02,B
student1137@university.com,Male,19,78.77,96.01,71.18,56.33,96.73,2.5,98.6,65.72,A
student1138@university.com,Male,24,56.16,52.54,74.65,61.33,68.01,7.64,59.24,57.36,B
student1139@university.com,Male,21,84.51,99.67,84.55,61.64,67.59,1.8,70.44,91.05,F
student1140@university.com,Male,22,86.6,86.41,54.09,99.26,77.74,9.28,81.99,72.44,D
student1141@university.com,Male,18,52.14,83.59,57.6,91.77,54.78,1.5,98.88,78.65,D
student1142@university.com,Female,18,83.79,61.67,74.17,50.76,65.15,8.05,65.19,77.33,F
student1143@university.com,Female,24,70.73,72.75,98.99,80.84,61.54,4.24,69.84,78.77,D
student1144@university.com,Female,19,56.2,79.24,53.05,62.8,61.17,1.86,73.09,85.24,D
student1145@university.com,Female,23,71,77.22,99.15,55.22,81.93,4.02,62.64,81.47,A
student1146@university.com,Male,18,59.71,82.3,82.86,85.28,69.22,2.22,90.87,63.7,C
student1147@university.com,Male,18,70.78,44.94,89.56,56.58,58.56,1.36,54.6,77.69,A
student1148@university.com,Female,18,69.22,61.34,45.38,72.19,94.38,2.39,85.24,62.23,F
student1149@university.com,Male,21,86.92,66.04,58.03,81.61,93.71,8.67,76.7,79.44,F
student1150@university.com,Female,18,88.71,55.64,43.46,77.72,93.12,1.06,62.1,71.6,C
student1151@university.com,Female,20,80.35,50.36,62.29,98.88,69.54,9.73,74.64,51.97,A
student1152@university.com,Female,22,51.13,48.34,98.88,89.29,52.85,0.05,91.5,86.7,A
student1153@university.com,Female,24,96.55,61.98,46.32,88.71,55.34,6.58,72.27,63.73,A
student1154@university.com,Male,18,84.31,69.61,73.74,67.78,63.8,8.57,56.09,96.01,B
student1155@university.com,Female,23,51.71,43.78,40.36,50.42,61,9.34,52.04,64.03,B
student1156@university.com,Male,23,90.94,96.79,82.76,86.72,93.7,1.44,88.89,99.83,A
student1157@university.com,Female,18,60.01,85.91,51.83,99.99,99.32,6.98,66.52,73.15,B
student1158@university.com,Female,18,78.96,83.85,47.78,70.29,90.83,1.07,96.56,51.32,A
student1159@university.com,Female,20,73.33,50.37,60.22,99.28,86.49,3.53,80.86,53.81,F
student1160@university.com,Female,18,70.99,76.23,86.26,57.09,79.43,7.32,71.81,54.1,A
student1161@university.com,Male,18,94.49,71.78,46.4,64.83,88.5,3.46,78.22,52.81,B
student1162@university.com,Female,22,71.87,98.95,53.79,58.54,97.35,3.13,72.86,63.39,C
student1163@university.com,Male,23,53.77,84.86,40.51,73.76,80.07,1.16,95.29,66.23,F
student1164@university.com,Female,20,97.33,74.55,98.1,89.85,57.73,0.66,72.9,55.56,D
student1165@university.com,Female,23,96.03,91.05,75.53,67.03,58.19,1.15,55.2,71.91,C
student1166@university.com,Female,20,84.22,49.31,83.19,95.31,79.19,8.75,79.85,68.27,C
student1167@university.com,Male,23,73.39,40.91,79.08,77.24,66.67,0.11,81.15,81.82,D
student1168@university.com,Female,18,54.64,81.41,48.66,73.27,95.51,6.93,88.27,59.79,F
student1169@university.com,Female,23,89.54,45.9,75.7,89.35,80.58,7.69,96.66,95.7,D
student1170@university.com,Female,23,53.77,46.93,47.88,55.07,83.82,5.68,72.15,75.8,F
student1171@university.com,Female,20,53.43,84.68,64.07,88.69,50.29,7.31,67.6,81.19,F
student1172@university.com,Female,24,76.87,56.23,74.14,62.15,74.94,6.52,74.54,51.98,F
student1173@university.com,Male,19,58.01,77.72,73.53,64.04,71.56,4.56,95.01,77.95,C
student1174@university.com,Male,20,50.39,95.04,47.14,79.97,85.29,3.83,99,68.41,F
student1175@university.com,Female,20,71.16,58.99,42.07,95.1,69.13,9.41,98.56,96.21,D
student1176@university.com,Female,20,56.86,53.03,87.89,78.92,98.83,9.72,61.48,94.28,C
student1177@university.com,Male,21,58.03,46.39,83.56,82.45,83.51,6.51,74.84,81.88,F
student1178@university.com,Female,24,53.85,47.83,44.91,88.83,83,1.97,62.97,88.39,B
student1179@university.com,Male,21,60.25,43.73,47.64,62.97,95.97,4.48,68.4,82.23,B
student1180@university.com,Female,21,85.77,45.26,93.56,91.36,99.76,4.97,51.58,50.85,F
student1181@university.com,Female,20,90.45,65.92,86.15,70.9,59.89,7.58,58.03,85.16,B
student1182@university.com,Male,19,72.63,59.25,99.77,58.78,90.53,6.68,69.85,58.85,A
student1183@university.com,Female,20,75.33,82.39,55.24,67.51,58.12,5.15,68.24,84.13,C
student1184@university.com,Male,18,51.63,92.21,69.27,62.31,72.85,6.8,63.94,50.53,A
student1185@university.com,Male,19,53.47,87.09,54.19,61.44,55.01,0.24,61.52,65.55,C
student1186@university.com,Male,21,62.88,71.84,77.37,64.13,81.17,7.77,87.45,75.85,D
student1187@university.com,Female,23,77.19,46.15,46.92,59.05,73.43,2.12,64.73,66.66,B
student1188@university.com,Male,23,86.98,82.59,47.63,83.39,81.43,6.56,85.33,84.7,B
student1189@university.com,Male,24,80.25,61.77,44.31,79,83.9,1.14,68.43,76.14,B
student1190@university.com,Female,22,69.61,45.14,81.62,82.42,80.97,1.14,90.1,97.98,F
student1191@university.com,Female,24,55.92,90.55,69.64,67.19,64.7,0.36,58.36,67.89,C
student1192@university.com,Female,19,89.04,60.29,77.06,88.49,91.85,9.1,57.88,86.09,F
student1193@university.com,Female,21,68.19,53.09,92.76,56.48,77.58,6.05,83.98,91.79,B
student1194@university.com,Female,19,86.8,92.29,84.42,78.56,74.49,3.62,95.75,62.68,D
student1195@university.com,Female,19,75.65,94.13,67.7,63.77,99.35,7.88,57.15,87.71,B
student1196@university.com,Male,23,86.93,60.34,99.06,76.38,64.18,6.26,53.69,69.67,F
student1197@university.com,Female,20,95.36,61.29,67.38,66.18,76.4,6.2,96.73,56.44,B
student1198@university.com,Male,18,96.05,74.78,46.75,89.53,84.12,4.87,55.87,50.18,A
student1199@university.com,Female,22,76.76,84.01,99.56,94.56,56.26,0.08,62.52,87.19,A
student1200@university.com,Male,21,75.58,43.79,41.37,87.13,67.71,2.58,96.47,59.31,F
student1201@university.com,Male,19,63.28,75.6,72.99,58.78,90.08,1.09,90.15,52.56,A
student1202@university.com,Female,22,96.79,97.17,58.55,63.74,61.84,6.62,67.14,74.86,C
student1203@university.com,Female,19,72.9,55.73,70.21,95.97,74.66,2.49,97.73,67.33,C
student1204@university.com,Male,23,56.38,94.53,73.52,71.86,81.53,4.5,78.4,84.59,F
student1205@university.com,Female,18,71.64,97.01,54.41,97.06,83.56,3.53,53.61,55.37,A
student1206@university.com,Female,23,56.35,56.15,73.41,69.62,86.42,1.43,85.15,56.63,C
student1207@university.com,Male,22,75.13,85.25,85.36,97.59,93.3,9.58,76.86,70.21,A
student1208@university.com,Male,21,78.06,54.33,55.99,96.29,69.64,9.33,78.63,76.02,B
student1209@university.com,Male,19,66.89,84.26,63.01,83.03,85.33,0.85,99.71,91.21,A
student1210@university.com,Female,18,53.58,87.85,56.09,50.44,86.61,8.27,57.63,79.28,A
student1211@university.com,Female,23,97.18,54.83,89.23,70.02,65.01,4.88,82.84,95.13,F
student1212@university.com,Female,22,88.67,82.95,83.5,95.56,98.41,7.74,72.94,60.89,B
student1213@university.com,Female,23,91.94,88.73,92.27,94.26,93.26,1.51,63.59,79.81,C
student1214@university.com,Male,19,68.34,61.51,50.2,59.37,64.49,1.32,84.68,82.76,C
student1215@university.com,Female,19,88.04,50.06,44.41,69.96,83.75,8.91,83.41,86.29,A
student1216@university.com,Male,21,74.27,45.52,47.16,91.78,85.89,8.98,92.82,99.43,D
student1217@university.com,Female,18,60.05,74.52,49.66,78.89,71.57,4.66,93.94,73.4,D
student1218@university.com,Female,20,56.22,98.69,71.98,92.36,93.19,8.7,78.09,68.47,C
student1219@university.com,Male,23,67.25,89.38,98.25,91.33,84.51,6.67,66.28,92.61,A
student1220@university.com,Female,19,56.88,66.15,61.43,95.37,82.91,1.85,76.48,58.84,A
student1221@university.com,Female,22,99.91,72.2,97.51,55.86,61.04,3.29,67.96,51.85,B
student1222@university.com,Male,23,52.46,56.77,42.29,57.26,70.39,1.36,63.87,72.18,F
student1223@university.com,Female,21,72.06,49.78,95.61,54.14,71.7,7.74,77.58,62.36,D
student1224@university.com,Male,21,72.6,68.92,50.87,96.76,86.68,9.85,82.9,69.83,A
student1225@university.com,Male,19,65.03,67.81,94.75,73.76,80.92,5.46,79.53,99.3,C
student1226@university.com,Male,19,78.57,71.32,43.37,53.22,54.29,6.56,97.72,67.42,D
student1227@university.com,Male,19,57.5,97.17,96.89,66.08,65.38,7.46,64.93,85.4,F
student1228@university.com,Female,24,89.2,76.23,52.05,67.57,73.65,2.24,68.62,62.52,A
student1229@university.com,Female,20,66.62,76.35,58.16,90.48,86.84,3.36,83.38,65.17,D
student1230@university.com,Female,19,79.57,47.68,69.46,86.77,87.18,4.12,80.02,62.16,A
student1231@university.com,Male,23,85.78,99.79,62.84,84.47,74.53,5.95,50.09,78.61,F
student1232@university.com,Female,23,94.45,86.37,80.05,51.09,55.85,8.5,65.61,61.31,B
student1233@university.com,Female,24,91.79,92.63,98.49,95.53,64.65,2.54,62.69,85.92,D
student1234@university.com,Female,24,80.42,64.86,76.39,60.78,62.73,4.71,92,84.01,F
student1235@university.com,Female,18,69.42,70.13,83.29,81.45,89.05,7.52,93.31,71.06,B
student1236@university.com,Male,22,75.16,71.33,45.28,53.09,59,0.87,64.19,51.28,B
student1237@university.com,Male,19,88.44,51.65,77.67,54.08,73.25,5.13,55.1,51.13,F
student1238@university.com,Female,23,93.88,81.37,67.23,50.48,83.54,1.44,60.26,76.64,C
student1239@university.com,Male,24,55.19,94.18,93.15,78.3,98.24,5.39,58.83,91.96,F
student1240@university.com,Female,23,69.24,49.82,63.29,81.47,99.96,7.68,61.87,79.94,A
student1241@university.com,Female,23,88.81,45.18,80.77,52.52,97.65,2.37,61.73,71.78,C
student1242@university.com,Female,24,71.58,84.29,53.69,64.52,85.91,8.49,73.99,94.11,B
student1243@university.com,Male,20,66.61,56.39,55.56,92.57,87.32,3.35,65.98,59.85,D
student1244@university.com,Female,24,70.57,77.43,62.57,55.07,87.96,1.91,77.99,67.97,B
student1245@university.com,Male,24,80.14,81.75,58.24,60.83,93.13,4.65,67.21,78.27,D
student1246@university.com,Male,22,99.99,59.31,55.23,71.22,97.59,8.76,90.73,64.58,D
student1247@university.com,Female,24,74.65,88.91,42.98,92.11,72.29,0.69,97.54,99.89,F
student1248@university.com,Male,21,60.42,73,90.2,62.74,70.83,3.28,70.2,72.62,F
student1249@university.com,Male,24,58.14,92.14,43.86,99.86,73.02,6.53,52.47,52.59,B
student1250@university.com,Female,23,52.12,85.8,93.24,67.76,82.99,3.58,61.98,58.8,F
student1251@university.com,Male,19,77.94,92.11,47.53,69.32,88.77,0.71,55.09,76.62,B
student1252@university.com,Male,23,77.23,41.21,43.92,56.11,93.53,3.32,67.24,77.5,F
student1253@university.com,Female,22,60.26,54.61,73.78,84.01,72.81,8.21,82.26,99.21,F
student1254@university.com,Female,21,84.77,45.4,70.15,62.17,68.17,9.68,75.95,80,D
student1255@university.com,Male,24,87.06,66.52,69.47,81.44,99.17,0.4,62.14,83.33,C
student1256@university.com,Female,20,62.95,93.4,74.47,61.16,61.59,5.69,88.36,60.69,F
student1257@university.com,Female,18,67.2,68.05,57.22,69.39,61.1,1.05,56.57,55.34,F
student1258@university.com,Male,24,99.52,90.98,79.78,92.83,85.77,6.8,61.41,80.1,B
student1259@university.com,Male,19,68.71,59.63,70.14,86.95,58.98,0.08,83.8,93.24,D
student1260@university.com,Female,18,88.04,60.37,60.08,57.73,69.97,0.15,59.86,79.37,D
student1261@university.com,Male,20,72.64,93.73,89.59,80.39,64.62,7.77,83.94,72.14,C
student1262@university.com,Female,22,89.67,65.55,83.66,81.43,58.44,0.74,98.85,78.91,C
student1263@university.com,Female,22,88.45,87.39,63.62,54.53,78.99,3.05,91.57,73.44,C
student1264@university.com,Male,20,83.39,54.2,90.86,73.29,68.68,9.58,58,57.09,F
student1265@university.com,Male,23,92.74,96.93,95.22,63.03,73.11,9.85,76.02,87.06,B
student1266@university.com,Female,20,96.96,74.47,72.21,73.36,59.79,1.61,71.12,76.65,A
student1267@university.com,Female,24,79,85.56,52.9,88.85,88.39,5.61,99.58,69.97,B
student1268@university.com,Female,19,61.87,45.37,94.95,57.91,65.74,5.59,98.22,77.98,D
student1269@university.com,Female,21,69.93,69.56,51.37,56.17,67.14,4.52,56.36,62.06,C
student1270@university.com,Male,24,87.92,94.06,42.91,63.47,62.61,9.25,95.44,71.4,A
student1271@university.com,Female,24,82.54,92.62,59.65,97.61,71.72,7.54,59.67,81.12,D
student1272@university.com,Male,24,58.89,42.81,83.62,87.39,73.18,7.65,65.97,61.31,C
student1273@university.com,Male,18,52.56,58.22,95.4,50.97,76.48,2.7,67.67,87.45,A
student1274@university.com,Female,18,84.15,66.6,78.24,70.05,98.38,4.34,64.34,76.05,B
student1275@university.com,Male,22,62.55,50.34,97.11,62.87,95.23,4.87,92.66,93.09,D
student1276@university.com,Male,24,74.98,83.8,45.54,81.91,80.47,2.99,66.5,92.36,F
student1277@university.com,Female,23,87.34,51.07,43.65,72.96,51.95,0.95,90.84,74.73,A
student1278@university.com,Male,22,78.13,60.8,76.25,98.22,80.61,1.26,99.72,59.77,A
student1279@university.com,Male,19,54.17,79.8,97.97,60.95,54.48,1.81,92.04,86.83,B
student1280@university.com,Female,20,59.28,68.93,70.16,79.39,85.52,2.04,67.31,70.93,B
student1281@university.com,Female,18,60.97,84.31,43.09,85.01,69.5,2.42,85.56,79.73,D
student1282@university.com,Female,24,62.89,97.67,53.27,91.28,91.88,2.55,76.7,55.36,F
student1283@university.com,Female,19,78.27,46.99,54.69,70.35,97.13,4.56,89.33,81.58,C
student1284@university.com,Female,22,75.2,82.57,60.27,84.35,70.86,5.1,57.65,68.68,A
